1;164340,700;164340,700
2;159797,000;159797,000
3;157176,700;157176,700
4;155894,833;155894,833
5;153971,600;153971,600
6;153051,400;153051,400
7;152200,933;152200,933
8;151769,700;151769,700
9;151582,167;151582,167
10;151280,500;151280,500
11;152164,633;150120,333
12;149393,600;149104,500
13;149282,700;148993,600
14;148280,667;148280,667
15;148207,200;148207,200
16;147678,733;147678,733
17;147381,033;147381,033
18;147180,333;147180,333
19;147180,333;147180,333
20;147142,267;147142,267
21;147090,200;146062,267
22;146306,933;145808,300
23;145609,733;145548,300
24;145398,767;145337,333
25;144975,400;144975,400
26;144576,200;144576,200
27;144450,767;144450,767
28;144384,400;144384,400
29;144221,167;144221,167
30;144180,600;144180,600
31;144608,333;143829,133
32;144193,200;143692,333
33;143758,800;143566,767
34;143434,467;143276,200
35;143021,567;143021,567
36;142992,167;142992,167
37;142808,500;142808,500
38;142282,067;142282,067
39;142269,500;142269,500
40;141959,967;141959,967
41;142581,633;141579,300
42;141721,767;141244,633
43;141334,200;141111,933
44;141280,300;141082,733
45;141229,267;141035,800
46;140957,400;140929,733
47;140957,400;140929,733
48;140797,633;140769,967
49;140797,633;140769,967
50;140769,967;140769,967
51;140818,867;140702,633
52;140615,733;140576,300
53;140576,300;140576,300
54;140376,967;140376,967
55;140301,200;140301,200
56;140201,400;140201,400
57;140173,733;140173,733
58;140088,067;140088,067
59;140080,500;140080,500
60;140080,500;140080,500
61;140229,767;140080,500
62;140137,300;140080,500
63;139954,967;139954,967
64;139923,267;139923,267
65;139827,667;139827,667
66;139782,467;139782,467
67;139772,733;139772,733
68;139762,667;139762,667
69;139689,733;139689,733
70;139689,733;139689,733
71;139694,400;139684,333
72;139654,733;139645,200
73;139633,200;139633,200
74;139537,567;139537,567
75;139506,567;139506,567
76;139506,567;139506,567
77;139506,567;139506,567
78;139452,500;139452,500
79;139450,133;139450,133
80;139450,133;139450,133
81;139507,867;139450,133
82;139351,933;139351,933
83;139297,700;139297,700
84;139297,700;139297,700
85;139297,700;139297,700
86;139249,433;139249,433
87;139249,433;139249,433
88;139249,367;139249,367
89;139249,367;139249,367
90;139207,533;139207,533
91;139207,600;139207,533
92;139207,600;139207,533
93;139207,533;139207,533
94;139176,533;139176,533
95;139154,300;139154,300
96;139154,300;139154,300
97;139154,300;139154,300
98;139154,300;139154,300
99;139154,300;139154,300
100;139154,300;139154,300
101;139176,533;139154,300
102;139176,533;139154,300
103;139169,900;139147,667
104;139071,300;139071,300
105;139026,133;139026,133
106;139026,133;139026,133
107;139026,133;139026,133
108;138974,967;138974,967
109;138950,333;138950,333
110;138950,333;138950,333
111;139051,333;138950,333
112;138950,333;138950,333
113;138950,333;138950,333
114;138950,333;138950,333
115;138950,333;138950,333
116;138950,333;138950,333
117;138950,333;138950,333
118;138950,333;138950,333
119;138950,333;138950,333
120;138950,333;138950,333
121;138950,333;138950,333
122;138950,333;138950,333
123;138950,333;138950,333
124;138950,333;138950,333
125;138950,333;138950,333
126;138950,333;138950,333
127;138950,333;138950,333
128;138950,333;138950,333
129;138950,333;138950,333
130;138950,333;138950,333
131;138950,333;138950,333
132;138950,333;138950,333
133;138950,333;138950,333
134;138950,333;138950,333
135;138950,333;138950,333
136;138922,100;138922,100
137;138922,100;138922,100
138;138922,100;138922,100
139;138922,100;138922,100
140;138922,100;138922,100
141;138918,967;138918,967
142;138895,500;138895,500
143;138874,600;138874,600
144;138874,600;138874,600
145;138874,600;138874,600
146;138874,600;138874,600
147;138680,733;138680,733
148;138680,733;138680,733
149;138680,733;138680,733
150;138680,733;138680,733
151;138687,200;138493,333
152;138493,333;138493,333
153;138493,333;138493,333
154;138493,333;138493,333
155;138463,433;138463,433
156;138463,433;138463,433
157;138463,433;138463,433
158;138463,433;138463,433
159;138463,433;138463,433
160;138453,933;138453,933
161;138416,933;138416,933
162;138353,367;138353,367
163;138350,800;138350,800
164;138350,800;138350,800
165;138350,800;138350,800
166;138350,800;138350,800
167;138350,800;138350,800
168;138350,800;138350,800
169;138350,800;138350,800
170;138350,800;138350,800
171;138353,367;138350,800
172;138350,800;138350,800
173;138350,800;138350,800
174;138350,800;138350,800
175;138350,800;138350,800
176;138350,800;138350,800
177;138350,800;138350,800
178;138350,800;138350,800
179;138350,800;138350,800
180;138350,800;138350,800
181;138350,800;138350,800
182;138350,800;138350,800
183;138350,800;138350,800
184;138350,800;138350,800
185;138350,800;138350,800
186;138309,200;138309,200
187;138309,200;138309,200
188;138309,200;138309,200
189;138309,200;138309,200
190;138309,200;138309,200
191;138350,800;138309,200
192;138343,433;138301,833
193;138301,833;138301,833
194;138301,833;138301,833
195;138301,833;138301,833
196;138301,833;138301,833
197;138297,800;138297,800
198;138297,800;138297,800
199;138297,800;138297,800
200;138240,967;138240,967
201;138245,000;138240,967
202;138240,967;138240,967
203;138240,967;138240,967
204;138240,967;138240,967
205;138217,233;138217,233
206;138217,233;138217,233
207;138217,233;138217,233
208;138172,133;138172,133
209;138172,133;138172,133
210;138164,467;138164,467
211;138195,867;138164,467
212;138172,133;138164,467
213;138131,600;138131,600
214;138131,600;138131,600
215;138131,600;138131,600
216;138131,600;138131,600
217;138119,133;138119,133
218;138116,767;138116,767
219;138116,767;138116,767
220;138116,767;138116,767
221;138116,767;138116,767
222;138116,767;138116,767
223;138116,767;138116,767
224;138116,767;138116,767
225;138097,600;138097,600
226;138097,600;138097,600
227;138025,367;138025,367
228;138025,367;138025,367
229;138025,367;138025,367
230;138025,367;138025,367
231;138116,767;138025,367
232;138097,600;138025,367
233;138025,367;138025,367
234;138025,367;138025,367
235;138025,367;138025,367
236;138025,367;138025,367
237;138025,367;138025,367
238;138016,400;138016,400
239;138016,400;138016,400
240;138016,400;138016,400
241;138025,367;138016,400
242;138025,367;138016,400
243;138016,400;138016,400
244;138016,400;138016,400
245;138016,400;138016,400
246;138016,400;138016,400
247;138016,400;138016,400
248;138016,400;138016,400
249;137994,433;137994,433
250;137994,433;137994,433
251;137994,433;137994,433
252;137994,433;137994,433
253;137885,233;137885,233
254;137862,100;137862,100
255;137839,800;137839,800
256;137839,800;137839,800
257;137839,800;137839,800
258;137794,000;137794,000
259;137794,000;137794,000
260;137794,000;137794,000
261;137971,300;137794,000
262;137794,000;137794,000
263;137708,600;137708,600
264;137708,600;137708,600
265;137708,600;137708,600
266;137708,600;137708,600
267;137708,600;137708,600
268;137708,600;137708,600
269;137708,600;137708,600
270;137708,600;137708,600
271;137673,333;137673,333
272;137673,333;137673,333
273;137673,333;137673,333
274;137673,333;137673,333
275;137673,333;137673,333
276;137673,333;137673,333
277;137673,333;137673,333
278;137673,333;137673,333
279;137673,333;137673,333
280;137673,333;137673,333
281;137673,333;137673,333
282;137673,333;137673,333
283;137673,333;137673,333
284;137673,333;137673,333
285;137673,333;137673,333
286;137673,333;137673,333
287;137673,333;137673,333
288;137656,033;137656,033
289;137656,033;137656,033
290;137656,033;137656,033
291;137668,467;137656,033
292;137656,033;137656,033
293;137656,033;137656,033
294;137656,033;137656,033
295;137603,633;137603,633
296;137603,633;137603,633
297;137603,633;137603,633
298;137591,800;137591,800
299;137591,800;137591,800
300;137591,800;137591,800
301;137642,000;137589,600
302;137642,000;137589,600
303;137642,000;137589,600
304;137589,600;137589,600
305;137584,733;137584,733
306;137584,733;137584,733
307;137584,733;137584,733
308;137584,733;137584,733
309;137584,733;137584,733
310;137584,733;137584,733
311;137584,733;137584,733
312;137584,733;137584,733
313;137584,733;137584,733
314;137584,733;137584,733
315;137554,567;137554,567
316;137539,367;137539,367
317;137539,367;137539,367
318;137539,367;137539,367
319;137539,367;137539,367
320;137510,567;137510,567
321;137539,367;137510,567
322;137510,567;137510,567
323;137510,567;137510,567
324;137510,567;137510,567
325;137430,767;137430,767
326;137415,767;137415,767
327;137415,767;137415,767
328;137415,767;137415,767
329;137415,767;137415,767
330;137411,100;137411,100
331;137411,100;137411,100
332;137411,100;137411,100
333;137396,733;137396,733
334;137396,733;137396,733
335;137396,733;137396,733
336;137396,733;137396,733
337;137396,733;137396,733
338;137396,733;137396,733
339;137294,233;137294,233
340;137294,233;137294,233
341;137396,533;137294,033
342;137294,033;137294,033
343;137279,667;137279,667
344;137279,667;137279,667
345;137279,667;137279,667
346;137279,667;137279,667
347;137276,333;137276,333
348;137240,567;137240,567
349;137240,567;137240,567
350;137240,567;137240,567
351;137279,867;137240,567
352;137240,567;137240,567
353;137240,567;137240,567
354;137240,567;137240,567
355;137162,867;137162,867
356;137016,600;137016,600
357;137016,600;137016,600
358;137016,600;137016,600
359;137016,600;137016,600
360;137016,600;137016,600
361;137094,300;137016,600
362;137016,600;137016,600
363;137016,600;137016,600
364;137016,600;137016,600
365;137016,600;137016,600
366;137016,600;137016,600
367;137016,600;137016,600
368;137016,600;137016,600
369;137016,600;137016,600
370;137016,600;137016,600
